fecha,cliente_ref,sku,unidades,kilos,valor,canal_fuente,regional_fuente,responsable,fuente,comentario,archivo,cliente_id,cliente,metodo_cliente,score_cliente,canal,regional,sku_valido,descripcion_producto,peso_kg,unidad,variedad,subcategoria,categoria,tipo_producto,marca,origen,duplicado_exacto
2025-02-24,MAXICOMPRA CARIBE,110112,107,10.7,566390,Grandes superficies,Caribe,Nicolás Pardo,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C003,MaxiCompra Caribe,nombre_normalizado,100.0,Grandes Superficies,Caribe,True,PARMESANO RALLADO ORO LECHE 100G,0.1,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,False
2025-02-24,RapiExpress,110113,2,0.5,23680,E-commerce,CENTRO,Laura Mejía,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C017,RapiExpress,nombre_normalizado,100.0,E-commerce,Centro,True,PARMESANO RALLADO ORO LECHE 250G,0.25,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,False
2025-02-24,SUPERAHORRO,130103,78,22.464,491750,Grandes Superficies,ANTIOQUIA,Sara Vélez,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C002,SuperAhorro,nombre_normalizado,100.0,Grandes Superficies,Antioquia,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-02-24,SuperAhorro,110114,43,10.75,804240,Grandes Superficies,Antioquia,Sara Vélez,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C002,SuperAhorro,nombre_normalizado,100.0,Grandes Superficies,Antioquia,True,GOUDA NATURAL CUÑA LOMA DORADA 250G,0.25,UND,GOUDA NATURAL,CUÑAS,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-02-24,RapiExpress,300102,2,,14600,Ecommerce,Centro,Daniel Rojas,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C017,RapiExpress,nombre_normalizado,100.0,E-commerce,Centro,True,JAMON DE PAVO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON PAVO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,False
2025-02-24,Hipermax Nacional S.A.,300101,87,22.011,598140,GS,CENTRO,Laura Mejía,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C001,HiperMax Nacional,alias_especifico,100.0,Grandes Superficies,Centro,True,JAMON DE CERDO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON CERDO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,False
2025-02-24,Super Ahorro,110113,62,15.5,722860,Grandes superficies,ANTIOQUIA,Sara Vélez,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C002,SuperAhorro,nombre_normalizado,100.0,Grandes Superficies,Antioquia,True,PARMESANO RALLADO ORO LECHE 250G,0.25,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,False
2025-02-24,Hipermax Nacional S.A.,120101,149,37.25,1152470,Grandes superficies,CENTRO,Daniel Rojas,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C001,HiperMax Nacional,alias_especifico,100.0,Grandes Superficies,Centro,True,MOZZARELLA TAJADA CAMPOCLARO 250G,0.25,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,False
2025-02-24,PLAZA HOGAR,120103,64,12.8,487940,Grandes superficies,Occidente,María Paz Torres,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C014,Plaza Hogar,nombre_normalizado,100.0,Grandes Superficies,Occidente,True,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,False
2025-02-24,Canasta Familiar SAS,110112,69,6.9,362200,GS,SANTANDERES,Juan Sebastián León,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,PARMESANO RALLADO ORO LECHE 100G,0.1,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,False
2025-02-24,Canasta Familiar,300102,46,10.58,332260,Grandes Superficies,SANTANDERES,Juan Sebastián León,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,JAMON DE PAVO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON PAVO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,False
2025-02-24,Rapi Express,130101,3,0.45,12990,E-commerce,CENTRO,Laura Mejía,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C017,RapiExpress,nombre_normalizado,100.0,E-commerce,Centro,True,CHEDDAR ESTILO AMERICANO DELILAT 150G,0.15,UND,CHEDDAR ANALOGO,LONCHAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-02-24,Canasta Familiar,110113,32,8.0,379970,Grandes Superficies,SANTANDERES,Juan Sebastián León,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,PARMESANO RALLADO ORO LECHE 250G,0.25,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,False
2025-02-24,Maxi Compra Caribe,120101,72,18.0,542570,Grandes Superficies,CARIBE,Nicolás Pardo,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C003,MaxiCompra Caribe,nombre_normalizado,100.0,Grandes Superficies,Caribe,True,MOZZARELLA TAJADA CAMPOCLARO 250G,0.25,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,False
2025-02-24,Plaza Hogar,110105,36,5.4,398860,Grandes Superficies,OCCIDENTE,María Paz Torres,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C014,Plaza Hogar,nombre_normalizado,100.0,Grandes Superficies,Occidente,True,PROVOLONE TAJADO LOMA DORADA 150G,0.15,UND,PROVOLONE,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-02-24,Hipermax Nacional S.A.,110103,74,11.1,813800,Grandes Superficies,Centro,Laura Mejía,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C001,HiperMax Nacional,alias_especifico,100.0,Grandes Superficies,Centro,True,MUENSTER TAJADO LOMA DORADA 150G,0.15,UND,MUENSTER,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-02-24,HIPER MAX NACIONAL,110104,73,10.95,805500,GS,Centro,Daniel Rojas,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C001,HiperMax Nacional,alias_especifico,100.0,Grandes Superficies,Centro,True,COLBY JACK TAJADO LOMA DORADA 150G,0.15,UND,COLBY JACK,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-02-24,SUPERAHORRO,300102,70,16.1,511210,Grandes Superficies,ANTIOQUIA,Sara Vélez,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C002,SuperAhorro,nombre_normalizado,100.0,Grandes Superficies,Antioquia,True,JAMON DE PAVO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON PAVO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,False
2025-02-24,SuperAhorro,110115,45,11.25,847480,GS,ANTIOQUIA,Sara Vélez,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C002,SuperAhorro,nombre_normalizado,100.0,Grandes Superficies,Antioquia,True,FETA CUBOS CASA SIERRA 250G,0.25,UND,FETA,ESPECIALES,QUESOS MADURADOS,regular,CASA SIERRA,IMPORTADO,False
2025-02-25,Punto Menos Caribe,110112,118,11.8,584590,Hard Discount,CARIBE,Nicolás Pardo,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C006,PuntoMenos Caribe,nombre_normalizado,100.0,Hard Discount,Caribe,True,PARMESANO RALLADO ORO LECHE 100G,0.1,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,False
2025-02-25,DescuentoYA,300102,73,16.79,502370,Discounters,CENTRO,Daniel Rojas,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,JAMON DE PAVO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON PAVO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,False
2025-02-25,PuntoMenos Caribe,120104,79,15.8,465300,Hard discount,CARIBE,Nicolás Pardo,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C006,PuntoMenos Caribe,nombre_normalizado,100.0,Hard Discount,Caribe,True,MOZZARELLA LIGHT CAMPOCLARO 200G,0.2,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,False
2025-02-25,Cadena Uno,300101,74,17.02,480340,Hard discount,OCCIDENTE,María Paz Torres,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C018,Cadena Uno,nombre_normalizado,100.0,Hard Discount,Occidente,True,JAMON DE CERDO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON CERDO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,False
2025-02-25,CADENA 1,900102,71,5.68,498540,Discounters,OCCIDENTE,María Paz Torres,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C018,Cadena Uno,nombre_normalizado,100.0,Hard Discount,Occidente,True,PEPPERONI TAJADO CASA IBERIA 80G,0.08,UND,PEPPERONI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,False
2025-02-25,PuntoMenos Caribe,300102,69,15.87,472660,Hard discount,CARIBE,Nicolás Pardo,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C006,PuntoMenos Caribe,nombre_normalizado,100.0,Hard Discount,Caribe,True,JAMON DE PAVO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON PAVO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,False
2025-02-25,Cadena 1,130104,130,19.5,566190,Discounters,OCCIDENTE,María Paz Torres,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C018,Cadena Uno,nombre_normalizado,100.0,Hard Discount,Occidente,True,PIZZA MIX RALLADO DELILAT 150G,0.15,UND,MIXTO QUESOS,RALLADOS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-02-25,Cadena 1,110113,77,19.25,873030,Discounters,Occidente,María Paz Torres,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C018,Cadena Uno,nombre_normalizado,100.0,Hard Discount,Occidente,True,PARMESANO RALLADO ORO LECHE 250G,0.25,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,False
2025-02-25,DescuentoYA,110112,135,13.5,683890,Hard Discount,Centro,Daniel Rojas,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,PARMESANO RALLADO ORO LECHE 100G,0.1,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,False
2025-02-25,Cadena Uno,120101,110,27.5,808780,Hard discount,OCCIDENTE,María Paz Torres,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C018,Cadena Uno,nombre_normalizado,100.0,Hard Discount,Occidente,True,MOZZARELLA TAJADA CAMPOCLARO 250G,0.25,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,False
2025-02-25,PRECIO LISTO,130104,168,25.2,716550,Hard Discount,Antioquia,Sara Vélez,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C005,PrecioListo,nombre_normalizado,100.0,Hard Discount,Antioquia,True,PIZZA MIX RALLADO DELILAT 150G,0.15,UND,MIXTO QUESOS,RALLADOS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-02-25,CADENA 1,110112,84,8.4,422900,Hard discount,Occidente,María Paz Torres,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C018,Cadena Uno,nombre_normalizado,100.0,Hard Discount,Occidente,True,PARMESANO RALLADO ORO LECHE 100G,0.1,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,False
2025-02-25,Punto Menos Caribe,130104,98,14.7,427190,Discounters,CARIBE,Nicolás Pardo,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C006,PuntoMenos Caribe,nombre_normalizado,100.0,Hard Discount,Caribe,True,PIZZA MIX RALLADO DELILAT 150G,0.15,UND,MIXTO QUESOS,RALLADOS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-02-25,Precio Listo,120103,75,15.0,543780,Hard Discount,ANTIOQUIA,Sara Vélez,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C005,PrecioListo,nombre_normalizado,100.0,Hard Discount,Antioquia,True,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,False
2025-02-25,Cadena 1,300102,59,13.57,414880,Hard discount,Occidente,María Paz Torres,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C018,Cadena Uno,nombre_normalizado,100.0,Hard Discount,Occidente,True,JAMON DE PAVO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON PAVO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,False
2025-02-25,PUNTOMENOS CARIBE,120103,85,17.0,628140,Hard Discount,Caribe,Nicolás Pardo,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C006,PuntoMenos Caribe,nombre_normalizado,100.0,Hard Discount,Caribe,True,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,False
2025-02-25,DESCUENTO YA,900102,98,7.84,698960,Hard Discount,Centro,Laura Mejía,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,PEPPERONI TAJADO CASA IBERIA 80G,0.08,UND,PEPPERONI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,False
2025-02-26,Abarrotes del Norte,900101,12,0.96,92250,Tradicional Modernizado,Caribe,Nicolás Pardo,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C015,Abarrotes Norte,alias_especifico,100.0,Tradicional Modernizado,Caribe,True,SALAMI TAJADO CASA IBERIA 80G,0.08,UND,SALAMI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,False
2025-02-26,RapiExpress,110113,3,0.75,35790,E-commerce,Centro,Laura Mejía,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C017,RapiExpress,nombre_normalizado,100.0,E-commerce,Centro,True,PARMESANO RALLADO ORO LECHE 250G,0.25,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,False
2025-02-26,RapiExpress,110112,4,0.4,21340,Ecommerce,Centro,Laura Mejía,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C017,RapiExpress,nombre_normalizado,100.0,E-commerce,Centro,True,PARMESANO RALLADO ORO LECHE 100G,0.1,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,False
2025-02-26,DeliMarket Gourmet,900103,19,,161530,Tiendas Especializadas,CENTRO,Laura Mejía,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C012,Delimarket Gourmet,nombre_normalizado,100.0,Tiendas Especializadas,Centro,True,JAMON SERRANO TAJADO CASA IBERIA 80G,0.08,UND,JAMON SERRANO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,False
2025-02-26,Delimarket Gmet,110101,10,1.5,114120,Especializadas,CENTRO,Daniel Rojas,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C012,Delimarket Gourmet,nombre_normalizado,100.0,Tiendas Especializadas,Centro,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-02-26,Rapi Express,300101,3,0.69,21010,Quick commerce,Centro,Laura Mejía,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C017,RapiExpress,nombre_normalizado,100.0,E-commerce,Centro,True,JAMON DE CERDO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON CERDO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,False
2025-02-26,Delimarket Gourmet,900104,14,1.12,102800,Tiendas Especial.,Centro,Laura Mejía,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C012,Delimarket Gourmet,nombre_normalizado,100.0,Tiendas Especializadas,Centro,True,CHORIZO TAJADO CASA IBERIA 80G,0.08,UND,CHORIZO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,False
2025-02-26,La Mesa Premium Cali,110106,9,1.125,90670,Tiendas Especializadas,Occidente,María Paz Torres,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C013,La Mesa Premium,alias_especifico,100.0,Tiendas Especializadas,Occidente,True,BRIE CUÑA MONTE AZUL 125G,0.125,UND,BRIE,QUESOS BLANDOS,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,False
2025-02-26,La Mesa Premium,900104,16,1.28,115630,Tiendas Especial.,Occidente,María Paz Torres,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C013,La Mesa Premium,nombre_normalizado,100.0,Tiendas Especializadas,Occidente,True,CHORIZO TAJADO CASA IBERIA 80G,0.08,UND,CHORIZO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,False
2025-02-26,La Mesa Premium,110108,10,1.5,121600,Tiendas Especializadas,Occidente,María Paz Torres,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C013,La Mesa Premium,nombre_normalizado,100.0,Tiendas Especializadas,Occidente,True,MANCHEGO CUÑA MONTE AZUL 150G,0.15,UND,MANCHEGO,CUÑAS PREMIUM,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,False
2025-02-26,Abarrotes Norte,120101,21,5.25,162110,Tradicional,Caribe,Nicolás Pardo,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C015,Abarrotes Norte,nombre_normalizado,100.0,Tradicional Modernizado,Caribe,True,MOZZARELLA TAJADA CAMPOCLARO 250G,0.25,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,False
2025-02-26,La Mesa Premium Cali,110109,11,1.65,132270,Tiendas Especializadas,OCCIDENTE,María Paz Torres,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C013,La Mesa Premium,alias_especifico,100.0,Tiendas Especializadas,Occidente,True,IBERICO CUÑA MONTE AZUL 150G,0.15,UND,IBERICO,CUÑAS PREMIUM,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,False
2025-02-26,Delimarket Gmet,110110,6,2.16,157810,Tiendas Especializadas,CENTRO,Laura Mejía,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C012,Delimarket Gourmet,nombre_normalizado,100.0,Tiendas Especializadas,Centro,True,MIX QUESOS PREMIUM MONTE AZUL 360G,0.36,UND,MIXTO QUESOS,MEZCLAS PREMIUM,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,False
2025-02-26,Abarrotes del Norte,130101,23,3.45,100210,Tradicional,Caribe,Nicolás Pardo,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C015,Abarrotes Norte,alias_especifico,100.0,Tradicional Modernizado,Caribe,True,CHEDDAR ESTILO AMERICANO DELILAT 150G,0.15,UND,CHEDDAR ANALOGO,LONCHAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-02-26,Delimarket Gourmet,110106,13,1.625,133820,Especializadas,Centro,Laura Mejía,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C012,Delimarket Gourmet,nombre_normalizado,100.0,Tiendas Especializadas,Centro,True,BRIE CUÑA MONTE AZUL 125G,0.125,UND,BRIE,QUESOS BLANDOS,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,False
2025-02-26,Delimarket Gourmet,110107,16,2.0,158710,Tiendas Especial.,Centro,Laura Mejía,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C012,Delimarket Gourmet,nombre_normalizado,100.0,Tiendas Especializadas,Centro,True,CAMEMBERT CUÑA MONTE AZUL 125G,0.125,UND,CAMEMBERT,QUESOS BLANDOS,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,False
2025-02-26,Abarrotes del Norte,110113,8,2.0,96610,Tradicional,CARIBE,Nicolás Pardo,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C015,Abarrotes Norte,alias_especifico,100.0,Tradicional Modernizado,Caribe,True,PARMESANO RALLADO ORO LECHE 250G,0.25,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,False
2025-02-26,Delimarket Gourmet,110114,13,3.25,243030,Especializadas,CENTRO,Daniel Rojas,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C012,Delimarket Gourmet,nombre_normalizado,100.0,Tiendas Especializadas,Centro,True,GOUDA NATURAL CUÑA LOMA DORADA 250G,0.25,UND,GOUDA NATURAL,CUÑAS,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-02-26,LaMesa Premium,110114,8,2.0,154430,Tiendas Especializadas,OCCIDENTE,María Paz Torres,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C013,La Mesa Premium,nombre_normalizado,100.0,Tiendas Especializadas,Occidente,True,GOUDA NATURAL CUÑA LOMA DORADA 250G,0.25,UND,GOUDA NATURAL,CUÑAS,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-02-26,Delimarket Gourmet,110109,16,,191220,Tiendas Especial.,Centro,Laura Mejía,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C012,Delimarket Gourmet,nombre_normalizado,100.0,Tiendas Especializadas,Centro,True,IBERICO CUÑA MONTE AZUL 150G,0.15,UND,IBERICO,CUÑAS PREMIUM,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,False
2025-02-26,Delimarket Gourmet,110102,14,2.1,159710,Tiendas Especializadas,Centro,Laura Mejía,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C012,Delimarket Gourmet,nombre_normalizado,100.0,Tiendas Especializadas,Centro,True,HOLANDES TAJADO LOMA DORADA 150G,0.15,UND,HOLANDES,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-02-27,HIPER MAX NACIONAL,110113,71,17.75,838500,Grandes superficies,CENTRO,Laura Mejía,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C001,HiperMax Nacional,alias_especifico,100.0,Grandes Superficies,Centro,True,PARMESANO RALLADO ORO LECHE 250G,0.25,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,False
2025-02-27,MAXICOMPRA CARIBE,900103,37,2.96,300720,Grandes Superficies,Caribe,Nicolás Pardo,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C003,MaxiCompra Caribe,nombre_normalizado,100.0,Grandes Superficies,Caribe,True,JAMON SERRANO TAJADO CASA IBERIA 80G,0.08,UND,JAMON SERRANO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,False
2025-02-27,SuperAhorro,110110,18,6.48,462370,Grandes superficies,Antioquia,Sara Vélez,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C002,SuperAhorro,nombre_normalizado,100.0,Grandes Superficies,Antioquia,True,MIX QUESOS PREMIUM MONTE AZUL 360G,0.36,UND,MIXTO QUESOS,MEZCLAS PREMIUM,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,False
2025-02-27,Super Ahorro,120103,67,13.4,512300,Grandes Superficies,ANTIOQUIA,Sara Vélez,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C002,SuperAhorro,nombre_normalizado,100.0,Grandes Superficies,Antioquia,True,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,False
2025-02-27,Plaza Hogar,900103,44,3.52,358200,Grandes Superficies,OCCIDENTE,María Paz Torres,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C014,Plaza Hogar,nombre_normalizado,100.0,Grandes Superficies,Occidente,True,JAMON SERRANO TAJADO CASA IBERIA 80G,0.08,UND,JAMON SERRANO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,False
2025-02-27,Plaza Hogar,900101,44,3.52,329980,GS,OCCIDENTE,María Paz Torres,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C014,Plaza Hogar,nombre_normalizado,100.0,Grandes Superficies,Occidente,True,SALAMI TAJADO CASA IBERIA 80G,0.08,UND,SALAMI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,False
2025-02-27,Plaza Hogar,120104,62,12.4,373560,Grandes superficies,OCCIDENTE,María Paz Torres,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C014,Plaza Hogar,nombre_normalizado,100.0,Grandes Superficies,Occidente,True,MOZZARELLA LIGHT CAMPOCLARO 200G,0.2,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,False
2025-02-27,Canasta Familiar,130101,81,12.15,343600,Grandes superficies,SANTANDERES,Juan Sebastián León,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,CHEDDAR ESTILO AMERICANO DELILAT 150G,0.15,UND,CHEDDAR ANALOGO,LONCHAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-02-27,Super Ahorro,110101,41,6.15,446020,Grandes superficies,ANTIOQUIA,Sara Vélez,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C002,SuperAhorro,nombre_normalizado,100.0,Grandes Superficies,Antioquia,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-02-27,HiperMax Nacional,120104,77,15.4,467470,Grandes Superficies,Centro,Laura Mejía,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C001,HiperMax Nacional,alias_especifico,100.0,Grandes Superficies,Centro,True,MOZZARELLA LIGHT CAMPOCLARO 200G,0.2,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,False
2025-02-27,Plaza Hogar,300102,43,9.89,304830,Grandes Superficies,OCCIDENTE,María Paz Torres,ERP_COMERCIAL_Q1,,Sell_in_1.csv,C014,Plaza Hogar,nombre_normalizado,100.0,Grandes Superficies,Occidente,True,JAMON DE PAVO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON PAVO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,False
